,true,pred,corr
0,0,0,True
1,0,0,True
2,0,0,True
3,0,0,True
4,0,0,True
5,0,0,True
6,0,0,True
7,0,0,True
8,0,0,True
9,0,1,False
10,0,1,False
11,0,1,False
12,0,1,False
13,0,1,False
14,0,1,False
15,0,1,False
16,0,1,False
17,0,1,False
18,1,1,True
19,1,1,True
20,1,1,True
21,1,1,True
22,1,1,True
23,1,1,True
24,1,1,True
25,1,1,True
26,1,1,True
27,1,1,True
28,1,1,True
29,1,1,True
30,1,1,True
31,1,1,True
32,1,1,True
33,1,1,True
34,1,1,True
35,1,1,True
36,1,1,True
37,1,1,True
38,1,1,True
39,1,1,True
40,0,1,False
41,0,1,False
42,0,1,False
43,0,1,False
44,0,1,False
45,0,0,True
46,0,0,True
47,0,0,True
48,0,0,True
49,0,0,True
50,0,0,True
51,0,0,True
52,0,0,True
53,0,0,True
54,0,0,True
55,0,0,True
56,0,0,True
57,0,0,True
58,0,0,True
59,0,0,True
60,0,0,True
61,0,0,True
62,0,0,True
63,0,0,True
64,0,0,True
65,0,0,True
66,0,0,True
67,0,0,True
68,0,0,True
69,0,0,True
70,0,0,True
71,0,0,True
72,0,0,True
73,0,0,True
74,0,0,True
75,0,0,True
76,0,0,True
77,0,0,True
78,0,0,True
79,1,1,True
80,1,1,True
81,1,1,True
82,1,1,True
83,1,1,True
84,1,1,True
85,1,1,True
86,1,0,False
87,1,0,False
88,1,0,False
89,1,0,False
90,1,0,False
91,1,0,False
92,1,0,False
93,1,0,False
94,1,0,False
95,1,0,False
96,1,0,False
97,1,0,False
98,1,0,False
99,1,0,False
100,1,0,False
101,1,0,False
102,1,0,False
103,1,0,False
104,1,0,False
105,1,0,False
106,1,0,False
107,0,0,True
108,0,0,True
109,0,0,True
110,0,0,True
111,0,0,True
112,0,0,True
113,0,0,True
114,0,0,True
115,0,0,True
116,0,0,True
117,0,0,True
118,0,0,True
119,0,0,True
120,0,0,True
121,0,0,True
122,0,0,True
123,0,0,True
124,0,0,True
125,0,0,True
126,0,0,True
127,0,0,True
128,0,0,True
129,0,0,True
130,0,0,True
131,0,0,True
132,0,0,True
133,0,0,True
134,0,0,True
135,0,0,True
136,0,0,True
137,0,0,True
138,0,0,True
139,0,0,True
140,0,0,True
141,0,0,True
142,0,0,True
143,0,0,True
144,0,0,True
145,0,0,True
146,0,0,True
147,0,0,True
148,0,0,True
149,0,0,True
150,0,0,True
151,0,0,True
152,0,0,True
153,0,0,True
154,0,0,True
155,0,0,True
156,0,0,True
157,0,0,True
158,0,0,True
159,0,0,True
160,0,0,True
161,0,0,True
162,0,0,True
163,0,0,True
164,0,0,True
165,0,0,True
166,0,0,True
167,0,0,True
168,0,0,True
169,0,0,True
170,0,0,True
171,0,0,True
172,0,0,True
173,0,0,True
174,0,0,True
175,0,0,True
176,0,0,True
177,0,0,True
178,0,0,True
179,0,1,False
180,1,1,True
181,1,1,True
182,1,1,True
183,1,1,True
184,1,1,True
185,1,1,True
186,1,1,True
187,1,1,True
188,1,1,True
189,1,1,True
190,1,1,True
191,1,1,True
192,1,1,True
193,1,1,True
194,1,1,True
195,1,1,True
196,1,1,True
197,1,1,True
198,1,1,True
199,1,1,True
200,1,1,True
201,1,1,True
202,1,1,True
203,1,1,True
204,1,1,True
205,1,1,True
206,1,1,True
207,1,1,True
208,1,1,True
209,1,1,True
210,1,1,True
211,1,1,True
212,1,1,True
213,1,1,True
214,0,1,False
215,0,1,False
216,0,1,False
217,0,1,False
218,0,1,False
219,0,1,False
220,0,1,False
221,0,0,True
222,0,0,True
223,0,0,True
224,0,0,True
225,0,0,True
226,0,0,True
227,0,0,True
228,0,0,True
229,0,0,True
230,0,0,True
231,0,0,True
232,0,0,True
233,0,0,True
234,0,0,True
235,0,0,True
236,0,0,True
237,0,0,True
238,0,0,True
239,0,0,True
240,0,0,True
241,0,0,True
242,0,0,True
243,0,0,True
244,0,0,True
245,0,0,True
246,0,0,True
247,0,0,True
248,0,0,True
249,0,0,True
250,0,0,True
251,0,0,True
252,0,0,True
253,0,0,True
254,0,0,True
255,0,0,True
256,0,0,True
257,0,0,True
258,0,0,True
259,0,0,True
260,0,0,True
261,0,0,True
262,0,0,True
263,0,0,True
264,0,0,True
265,0,0,True
266,0,0,True
267,0,0,True
268,0,0,True
269,0,0,True
270,0,0,True
271,0,0,True
272,0,0,True
273,0,0,True
274,0,0,True
275,0,0,True
276,0,0,True
277,0,0,True
278,0,0,True
279,0,0,True
280,0,0,True
281,0,0,True
282,0,0,True
283,0,0,True
284,0,0,True
285,0,0,True
286,0,0,True
287,0,0,True
288,0,0,True
289,0,0,True
290,0,0,True
291,0,0,True
292,0,0,True
293,0,0,True
294,0,0,True
295,0,0,True
296,0,0,True
297,0,0,True
298,0,0,True
299,0,0,True
300,0,0,True
301,0,0,True
302,0,0,True
303,0,0,True
304,0,0,True
305,0,0,True
306,0,0,True
307,0,0,True
308,0,0,True
309,0,0,True
310,0,0,True
311,0,0,True
312,0,0,True
313,0,0,True
314,0,0,True
315,0,0,True
316,0,0,True
317,0,0,True
318,0,0,True
319,1,0,False
320,1,0,False
321,1,0,False
322,1,0,False
323,1,1,True
324,1,1,True
325,1,1,True
326,1,1,True
327,1,1,True
328,1,1,True
329,1,1,True
330,1,1,True
331,1,1,True
332,1,1,True
333,1,1,True
334,1,1,True
335,1,1,True
336,1,1,True
337,1,1,True
338,1,1,True
339,1,1,True
340,1,1,True
341,1,1,True
342,1,1,True
343,1,1,True
344,1,1,True
345,1,1,True
346,1,1,True
347,1,1,True
348,1,1,True
349,1,1,True
350,1,1,True
351,1,1,True
352,1,1,True
353,1,1,True
354,1,1,True
355,0,1,False
356,0,1,False
357,0,1,False
358,0,0,True
359,0,0,True
360,0,0,True
361,0,1,False
362,0,1,False
363,0,1,False
364,0,1,False
365,0,0,True
366,0,0,True
367,0,0,True
368,0,0,True
369,0,0,True
370,0,0,True
371,0,0,True
372,0,0,True
373,0,0,True
374,0,0,True
375,0,0,True
376,0,0,True
377,0,0,True
378,0,0,True
379,0,0,True
380,0,0,True
381,0,0,True
382,0,0,True
383,0,0,True
384,0,0,True
385,0,0,True
386,0,0,True
387,0,0,True
388,0,0,True
389,0,0,True
390,0,0,True
391,0,0,True
392,0,0,True
393,0,0,True
394,0,0,True
395,0,0,True
396,0,0,True
397,0,0,True
398,0,0,True
399,0,0,True
400,0,0,True
401,0,0,True
402,0,0,True
403,0,0,True
404,0,0,True
405,0,0,True
406,0,0,True
407,0,0,True
408,1,0,False
409,1,0,False
410,1,0,False
411,1,0,False
412,1,0,False
413,1,1,True
414,1,1,True
415,1,1,True
416,1,0,False
417,1,1,True
418,1,1,True
419,1,1,True
420,1,1,True
421,1,1,True
422,1,1,True
423,1,1,True
424,1,1,True
425,1,1,True
426,1,1,True
427,1,1,True
428,1,1,True
429,1,1,True
430,1,1,True
431,1,1,True
432,0,1,False
433,0,1,False
434,0,1,False
435,0,1,False
436,0,1,False
437,0,1,False
438,0,1,False
439,0,0,True
440,0,0,True
441,0,0,True
442,0,0,True
443,0,0,True
444,0,0,True
445,0,0,True
446,0,0,True
447,0,0,True
448,0,0,True
449,0,0,True
450,0,0,True
451,0,0,True
452,0,0,True
453,0,0,True
454,0,0,True
455,0,0,True
456,0,0,True
457,0,0,True
458,0,0,True
459,0,0,True
460,0,0,True
461,0,0,True
462,0,0,True
463,0,0,True
464,0,0,True
465,0,0,True
466,0,0,True
467,0,0,True
468,0,0,True
469,0,0,True
470,0,0,True
471,0,0,True
472,0,0,True
473,0,0,True
474,0,0,True
475,0,0,True
476,0,0,True
477,0,0,True
478,0,0,True
479,0,0,True
480,0,0,True
481,0,0,True
482,0,0,True
483,0,0,True
484,0,0,True
485,0,0,True
486,0,0,True
487,0,0,True
488,0,0,True
489,0,0,True
490,0,0,True
491,0,0,True
492,0,0,True
493,0,0,True
494,0,0,True
495,0,0,True
496,0,0,True
497,0,0,True
498,0,0,True
499,0,0,True
500,0,0,True
501,0,0,True
502,0,0,True
503,0,0,True
504,0,0,True
505,0,0,True
506,0,1,False
507,0,1,False
508,0,1,False
509,1,1,True
510,1,1,True
511,1,1,True
512,1,1,True
513,1,1,True
514,1,1,True
515,1,1,True
516,1,1,True
517,1,1,True
518,1,1,True
519,1,1,True
520,1,1,True
521,1,1,True
522,1,1,True
523,1,1,True
524,1,1,True
525,1,1,True
526,1,1,True
527,1,1,True
528,1,1,True
529,1,1,True
530,1,1,True
531,1,1,True
532,0,0,True
533,0,0,True
534,0,0,True
535,0,0,True
536,0,0,True
537,0,0,True
538,0,0,True
539,0,0,True
540,0,0,True
541,0,0,True
542,0,0,True
543,0,0,True
544,0,0,True
545,0,0,True
546,0,0,True
547,0,0,True
548,0,0,True
549,0,0,True
550,0,0,True
551,0,0,True
552,0,0,True
553,0,0,True
554,0,0,True
555,0,0,True
556,0,0,True
557,0,0,True
558,0,0,True
559,0,0,True
560,0,0,True
561,0,0,True
562,0,0,True
563,0,0,True
564,0,0,True
565,0,0,True
566,0,0,True
567,0,0,True
568,0,0,True
569,0,0,True
570,0,0,True
571,0,0,True
572,0,0,True
573,0,0,True
574,0,0,True
575,0,0,True
576,0,0,True
577,0,1,False
578,0,1,False
579,0,1,False
580,1,1,True
581,1,1,True
582,1,1,True
583,1,1,True
584,1,1,True
585,1,1,True
586,1,1,True
