,dice,sens
0,0.0,0.0
1,0.0,0.0
2,0.8917059302330017,0.8211897015571594
3,0.6293018460273743,0.4761904776096344
4,0.8407998085021973,0.8344637155532837
5,0.8072311878204346,0.7165540456771851
6,0.7483031153678894,0.6352304816246033
7,0.9084853529930115,0.9046543836593628
8,0.7615422606468201,0.6414831280708313
9,0.529312789440155,0.3765420615673065
10,0.8911117315292358,0.8556143045425415
11,0.9161352515220642,0.9137083292007446
12,0.8603966236114502,0.7805012464523315
13,0.0,0.0
14,0.06171071529388428,0.25
15,0.7311733961105347,0.6035337448120117
16,0.25465527176856995,0.14649681746959686
17,0.7460583448410034,0.6593536734580994
18,0.12865497171878815,0.06962025165557861
19,0.17412935197353363,0.09686347097158432
20,0.9125349521636963,0.9061987400054932
21,0.0,0.0
22,0.0694444477558136,0.035971224308013916
23,0.934662938117981,0.9029234051704407
24,0.9425510168075562,0.9229164123535156
25,0.8721112012863159,0.8277509808540344
26,0.0,0.0
27,0.8717690706253052,0.8600993156433105
28,0.8751939535140991,0.7888947129249573
29,0.9498673677444458,0.9691110253334045
30,0.2406947910785675,0.13681241869926453
31,0.5359401702880859,0.36654430627822876
32,0.4807946979999542,0.3687150776386261
33,0.7473084926605225,0.6031658053398132
34,0.8666974306106567,0.8440086245536804
35,0.8226014971733093,0.7411807775497437
36,0.0,0.0
37,0.9274731278419495,0.9125787615776062
38,0.4302486181259155,0.3409961760044098
39,0.4390394985675812,0.28476688265800476
40,0.6846202611923218,0.5490570664405823
41,0.8833035230636597,0.9058396816253662
42,0.716313362121582,0.5654830932617188
43,0.8982880711555481,0.8657158613204956
44,0.8885439038276672,0.9022698402404785
45,0.8588386178016663,0.8139406442642212
46,0.8821268677711487,0.8323186635971069
47,0.7345821857452393,0.6398190855979919
48,0.07459411770105362,0.03904455527663231
49,0.2012578547000885,0.1118881106376648
50,0.6405749320983887,0.5159170627593994
51,0.2562499940395355,0.14695340394973755
52,0.9108684062957764,0.8768865466117859
53,0.2821052670478821,0.1763157844543457
54,0.9446069598197937,0.9240168333053589
55,0.8936406970024109,0.8650544881820679
56,0.8950055241584778,0.8696340918540955
57,0.8644039034843445,0.8424525856971741
58,0.6791283488273621,0.542808473110199
59,0.834606409072876,0.8055498600006104
60,0.8774483799934387,0.8058314919471741
61,0.0,0.0
62,0.0,0.0
63,0.8210546970367432,0.7746925354003906
64,0.0099557526409626,0.005013927351683378
65,0.8866312503814697,0.9329557418823242
66,0.9617447853088379,0.9420073628425598
67,0.8397166728973389,0.749464213848114
68,0.7825904488563538,0.6515821218490601
69,0.9216257333755493,0.913180947303772
70,0.2682291567325592,0.2270866185426712
71,0.0,0.0
72,0.8605812788009644,0.8904732465744019
73,0.49780282378196716,0.3317813277244568
74,0.6339306235313416,0.637342095375061
75,0.24219590425491333,0.1382063925266266
76,0.6208178400993347,0.4618362784385681
77,0.8701921701431274,0.8534049391746521
78,0.9305953979492188,0.9327349066734314
79,0.858542263507843,0.7805308103561401
80,0.41803714632987976,0.29713425040245056
81,0.32276251912117004,0.19284211099147797
82,0.644667387008667,0.4987744987010956
83,0.909593403339386,0.930879533290863
84,0.166296124458313,0.09415911138057709
85,0.7090003490447998,0.5553078651428223
86,0.8134790658950806,0.7178338170051575
87,0.9253818988800049,0.9476155638694763
88,0.9322118163108826,0.8881928324699402
89,0.9074532985687256,0.8792426586151123
90,0.6874095797538757,0.5277777910232544
91,0.9064552783966064,0.89870285987854
92,0.7440719604492188,0.6914893388748169
93,0.8607725501060486,0.7888609170913696
94,0.9397720098495483,0.9055333733558655
95,0.5865911245346069,0.42559605836868286
96,0.5762574076652527,0.40575018525123596
97,0.7026678323745728,0.5488153100013733
98,0.9115319848060608,0.9507772922515869
99,0.0,0.0
100,0.0,0.0
101,0.9250558018684387,0.9137682914733887
102,0.32959380745887756,0.24883177876472473
103,0.8868492245674133,0.8483135104179382
104,0.6911883354187012,0.6513458490371704
105,0.8686185479164124,0.8666262626647949
106,0.0,0.0
107,0.9283732175827026,0.9581634402275085
108,0.9157362580299377,0.9345431923866272
109,0.8994874954223633,0.8502427935600281
110,0.897951602935791,0.8456704020500183
111,0.6720203757286072,0.5374538898468018
112,0.8434529900550842,0.7839528918266296
113,0.8606414198875427,0.8151708841323853
114,0.9417780041694641,0.9448609948158264
115,0.634482741355896,0.5262231826782227
116,0.8842630982398987,0.8250832557678223
117,0.2397179752588272,0.14001372456550598
118,0.8209825754165649,0.7452734112739563
119,0.8119025826454163,0.7405428290367126
120,0.8522024154663086,0.9250310063362122
121,0.0,0.0
122,0.010389610193669796,0.00522193219512701
123,0.8515552878379822,0.767825186252594
124,0.0,0.0
125,0.379263311624527,0.2569316029548645
126,0.5924623012542725,0.4794631898403168
127,0.8904416561126709,0.8301376700401306
128,0.7818682789802551,0.6504166722297668
129,0.585022509098053,0.4211592972278595
130,0.0,0.0
131,0.6306425333023071,0.7339175939559937
132,0.8393616676330566,0.7616809010505676
133,0.0,0.0
134,0.9424374103546143,0.9190474152565002
135,0.9230083227157593,0.90966796875
136,0.9132680296897888,0.9414195418357849
137,0.5572012066841125,0.4220502972602844
138,0.0,0.0
139,0.41137441992759705,0.2616349160671234
140,0.9225465059280396,0.9066120982170105
141,0.1006992980837822,0.06400000303983688
142,0.0,0.0
143,0.7617086172103882,0.6224133372306824
144,0.9037116169929504,0.9056849479675293
145,0.9106181263923645,0.8738146424293518
146,0.7878657579421997,0.7491816878318787
147,0.6671306490898132,0.5366741418838501
148,0.826712965965271,0.7124252319335938
149,0.8934697508811951,0.8945355415344238
150,0.5164293646812439,0.3490007519721985
151,0.5699745416641235,0.40743735432624817
152,0.28132307529449463,0.20182166993618011
153,0.8824239373207092,0.8153022527694702
154,0.5476304292678833,0.3896457850933075
155,0.0,0.0
156,0.643546998500824,0.5277177691459656
157,0.8685874342918396,0.8049259781837463
158,0.8409034609794617,0.7966075539588928
159,0.7583023905754089,0.653980553150177
160,0.8943123817443848,0.8831295967102051
161,0.8141412138938904,0.7474671602249146
162,0.6508987545967102,0.5062546133995056
163,0.0,0.0
164,0.8670582175254822,0.8239150643348694
165,0.2360975593328476,0.13384956121444702
166,0.7975955605506897,0.6929612755775452
167,0.8341577649116516,0.8292924761772156
168,0.7879668474197388,0.665766179561615
169,0.9507659673690796,0.9375720620155334
170,0.9545173645019531,0.950731098651886
171,0.7071844935417175,0.7593828439712524
172,0.34690266847610474,0.22412806749343872
173,0.5911111235618591,0.4387829899787903
174,0.8961873650550842,0.8945308327674866
175,0.9102972745895386,0.9198705554008484
176,0.8826443552970886,0.8462002277374268
177,0.8751603364944458,0.8838019371032715
178,0.903510570526123,0.9396870732307434
179,0.0,0.0
180,0.7721518874168396,0.7998619675636292
181,0.43360933661460876,0.2982702851295471
182,0.8997327089309692,0.8870430588722229
183,0.8369039297103882,0.8271858096122742
184,0.9392408728599548,0.9080156087875366
185,0.8895934224128723,0.8829875588417053
186,0.0775047242641449,0.040314652025699615
187,0.8669461607933044,0.8353359699249268
188,0.7383454442024231,0.5981226563453674
189,0.0,0.0
190,0.9127324223518372,0.9399048686027527
191,0.40817517042160034,0.3716108500957489
192,0.8985291719436646,0.8730863928794861
193,0.8892655372619629,0.8207178115844727
194,0.9079459309577942,0.8639338612556458
195,0.39080458879470825,0.2434709370136261
196,0.8943395614624023,0.8907191753387451
197,0.9214895963668823,0.9048386812210083
198,0.8845155239105225,0.8449512720108032
199,0.10520487278699875,0.05803298577666283
200,0.8818832039833069,0.8125427961349487
201,0.2573414146900177,0.14786192774772644
202,0.8878949880599976,0.8456781506538391
203,0.41006287932395935,0.2589356601238251
204,0.03866809979081154,0.01971522532403469
205,0.0,0.0
